,3x14,3x15,3x16,4x6,4x7,4x8,4x9,4x10,4x11,4x12,4x13,4x14,4x15,4x16,4x17,4x18,4x19,4x20,4x21,4x22,4x23,5x4,5x5,5x6,5x7,5x8,5x9,5x10,5x11,5x12,5x13,5x14,5x15,5x16,5x17,5x18,5x19,5x20,5x21,5x22,5x23,5x24,5x25,6x4,6x5,6x6,6x7,6x8,6x9,6x10,6x11,6x12,6x13,6x14,6x15,6x16,6x17,6x18,6x19,6x20,6x21,6x22,6x23,6x24,6x25,7x4,7x5,7x6,7x7,7x8,7x9,7x10,7x11,7x12,uniform_random,log_norm_random,norm_random,model_actuals,Dummy_MostFreq,SGD_Classifier,SVM_Linear,GBM
34866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,218,209,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,252,252,243,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9457852445607047,1.5202044505558092,-0.37667311157165445,1,0,0,0,0
31011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,150,255,200,81,63,63,63,22,0,0,0,0,0,0,0,0,0,0,0,23,157,252,254,254,254,254,254,254,254,232,32,0,0,0,0,0,0,0,0,0,43,219,254,254,247,0.8590595818329689,0.251885862092337,-0.20122961271589931,0,0,0,0,0
3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,191,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27146406451830185,0.7652677435582416,-1.4857589064847594,1,0,1,1,1
47653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,104,254,255,254,254,254,254,254,254,103,1,0,0,0,0,0,0,0,13,145,253,196,253,253,253,0.04285268538540132,0.58169507190807,-0.3316413436652153,1,0,1,1,1
27276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,191,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,238,252,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27279313710303954,0.3915587707156388,0.10906926584127227,1,0,1,1,1
35862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,166,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,252,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244433933655249,0.9960889858176578,0.06350601508766564,0,0,0,0,0
47869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,254,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,243,253,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7518962026820184,0.31748227109470456,-1.6446969003891676,0,0,1,0,0
4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,244,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2385788835317625,1.9525042527814176,0.2770933026092545,0,0,0,0,0
25172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,192,255,253,253,182,12,0,0,0,0,0,0,0,0,0,0,0,0,61,208,208,216,252,253,252,252,252,213,96,0,0,0,0,0,0,0,0,0,0,49,226,252,252,252,0.3303275239548362,0.12910982921864073,1.1081806340750198,0,0,1,0,0
48139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,101,246,254,255,254,254,254,254,151,55,0,0,0,0,0,0,0,0,0,0,46,172,253,253,253,253,0.3048838479090805,0.22646795672070255,-1.0818033698729197,0,0,1,0,0
24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,253,156,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,252,252,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226255578878779,1.1442372831764032,0.653222898508878,0,0,0,1,0
36164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,193,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,254,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41225654002510614,0.21941605050898771,1.449799553956111,1,0,1,1,1
9227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,253,255,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05627616079607245,2.898185030162736,-0.9956483140311837,0,0,0,0,0
25945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,255,254,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,231,253,238,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7534343858496565,0.2448145058559206,-0.9122400325441898,0,0,0,0,0
51534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,162,238,255,230,162,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,250,254,254,0.10469683890501669,1.5704813621076832,-0.10769859365834566,0,0,0,0,0
18261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,255,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,253,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6188109651557234,0.6494698886729667,-1.3294425530942569,1,0,1,1,1
44633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,253,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,252,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767871249919303,0.5085352209656953,0.24419986329437537,1,0,1,1,1
41289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,192,254,255,75,0,0,0,0,0,0,0,0,0,0,0,0,0.775403254895657,0.8255933502303163,-0.673581723603544,0,0,0,0,1
57472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,254,254,254,254,255,207,29,0,0,0,0,0,0,0,0,0,0,0,0,0,47,252,133,99,13,101,0.7685894949509334,0.42244132915286486,-0.27982436666759325,1,0,1,1,1
29668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,254,254,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,253,253,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9698975692148631,0.9068897285690325,0.8513072417485067,0,0,0,0,0
28252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,253,254,253,254,253,254,172,21,0,0,0,0,0,0,0,0,0,0,0,0,82,253,252,192,111,151,151,253,252,142,0,0,0,0,0,0,0,0,0,0,0,31,233,142,61,0,0,0,0,0.14334643359045396,0.20012403151061356,-3.8719228065158067,0,0,0,0,0
47461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,108,235,210,19,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7020153058776176,0.7610918148337371,0.81592133305033,1,0,0,0,0
20252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,255,198,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,170,170,0.13978107153553676,3.797118049529012,0.1452010354263343,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,142,203,203,203,162,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,254,253,254,253,0.9326593115955365,0.5251808151891977,-0.20983847393597418,0,0,0,0,0
3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196,255,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,253,253,147,0,0,0,0,0,0,0,0,0,0,0,0,0.6819234136251375,0.20901955354403556,0.21719672682444643,0,0,0,0,0
14980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,168,155,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655781102903536,1.0274603153110613,0.4668271061254841,1,0,1,0,1
33145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,13,24,133,214,254,220,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6766872994807257,0.3490958456502118,-0.8632605226293355,0,0,1,0,0
20888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07366678660700399,0.695761143370233,-1.0387583749157465,0,0,1,0,0
27362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,109,110,233,253,253,255,211,109,47,0,0,0,0,0,0,0,0,0,0,32,115,242,252,253,0.142638405931093,1.0292301274788764,-1.2536081669976722,0,0,0,0,0
46145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,151,15,0,0,0,0,0,0,0,0,0,0,0,0,0,27,128,152,239,253,254,244,138,19,0,0,0,0,0,0,0,0,0,0,0,60,150,239,254,254,254,227,213,254,254,76,0,0,0,0,0,0,0,0,0,0,50,250,254,0.07919198936927707,0.8810503368610932,-0.19554802944242095,1,0,0,0,1
32811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,91,169,255,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,93,180,180,246,253,253,254,253,180,4,0,0,0,0,0,0,0,0,0,0,0,94,240,253,253,183,0.3949217133212751,0.49558738166240124,-0.12962292992736996,0,0,0,0,0
32115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,121,121,204,246,57,0,0,0,0,0,0,0,0,0,0,0,0,0,46,156,240,243,252,252,252,246,69,0,0,0,0,0,0,0,0,0,0,0,0.9038327967403843,2.1226213332375226,-0.36890192230931246,1,0,1,1,1
33263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,116,0.6726118983704041,0.38144680812927545,0.6247214957777538,1,0,1,1,0
9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,247,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,253,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605355300549979,9.130218044957749,-0.9704937176843766,0,0,0,0,0
48682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,188,255,254,217,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,116,235,253,253,253,253,249,144,42,0,0,0,0,0,0,0,0,0,0,0,23,189,253,253,253,220,0.4925015703430058,0.8752953124386802,0.4472281884655354,0,0,0,0,0
39049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,230,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019178936231273314,1.035914745884576,0.8247460097954905,0,0,0,0,0
22303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,205,140,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,159,253,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7659867857441331,1.853920253871544,-0.762517671330394,1,0,1,1,1
31021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,87,161,161,254,203,161,69,0,0,0,0,0,0,0,0,0,0,0,0,47,138,237,253,253,253,207,249,253,211,68,0,0,0,0,0,0,0,0,0,7,125,245,253,0.04027752928315065,0.42404878242984434,0.635011381229419,1,0,1,1,1
49589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,222,206,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764896247293172,7.401905142353369,0.5392875954514897,1,0,1,1,1
30189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.3103939561044107,3.3998088312737824,-1.0644849324353505,0,0,0,0,0
7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.5843111009543812,0.33940016394053485,1.064453066852369,0,0,0,0,0
47821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,148,183,253,253,253,237,113,4,0,0,0,0,0,0,0,0,0,0,0,8,155,242,253,252,252,252,252,253,252,56,0,0,0,0,0,0,0,0,0,0,0,75,252,0.90136769617163,4.17413677989835,0.9080656169149215,0,0,0,0,0
31365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,226,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,254,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6786105376520039,0.9419163140627081,-0.8267055158851061,1,0,1,1,1
14234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,255,180,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6938629071885438,1.144282971636286,-0.13386221587648867,0,0,0,0,0
5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,195,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,252,248,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,254,0.6647444256786196,0.18060624240714682,0.1912212596259568,0,0,0,0,0
28208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,255,215,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3139127909675541,1.5473883540195494,0.14694604245853432,0,0,0,0,0
32886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30970796224799957,0.4168037427698052,0.3923892302600936,0,0,0,0,0
47481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4285291118716511,2.3418522020063843,0.6969291229152544,1,0,1,1,1
16203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,253,253,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,244,252,252,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2960303761352001,2.0902387526762034,-0.9668561245147188,0,0,0,0,0
16715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,92,150,234,254,255,254,254,203,69,0,0,0,0,0,0,0,0,0,0,27,101,211,253,0.8463983023914913,0.6182690857704183,-0.06342531803692103,0,0,1,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,191,255,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,255,255,255,0.47174683118321115,2.7467600603495526,1.062037466070862,1,0,0,0,0
18409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,245,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6428523300860154,0.2629971992445816,0.3261900043427942,1,0,1,0,1
3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060770440668528214,0.3519291587155827,1.375787511603056,1,0,1,0,1
7838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,236,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,254,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44705418164149413,1.6120368188496754,0.08873867921431136,1,0,1,1,1
8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,159,159,159,159,180,254,254,255,205,87,22,0,0,0,0,0,0,0,0,0,0,50,184,222,253,160,122,111,0.7611138804182827,12.692287443410686,-0.1469053873644007,1,0,1,1,1
21775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,204,255,254,229,150,214,171,41,0,0,0,0,0,0,0,0,0,0,0,0,0,187,253,253,253,253,253,253,253,244,87,0,0,0,0,0,0,0,0,0,0,0,0,172,253,253,253,253,0.8345546385968001,0.9603433719407508,0.7832603094969953,1,0,1,1,1
27245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,254,255,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13701252227882177,0.8677139055325033,-0.49097695257870705,0,0,0,0,0
2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,227,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,247,252,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09095930931646645,0.6108120863451203,2.2336099506482374,0,0,0,0,0
15947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,192,220,193,94,89,0,0,92,91,0,0,0,0,0,0,0,0,0,0,0,44,254,254,254,226,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0.22270523129805198,0.3032754021726411,0.3850811583507774,0,0,1,0,1
42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,255,253,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8290801185786254,0.2551782705756056,0.6996554207394212,0,0,0,0,0
51566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,192,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,253,242,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8958149752373691,2.359928717294106,1.205984467994798,1,0,0,0,0
51998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,254,176,130,130,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,221,198,0.8933510683267446,1.0754255900067944,-0.8201531354329357,0,0,1,0,0
26867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,253,255,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,252,215,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777547341694415,1.0520892784490476,-0.963252316032219,0,0,0,0,0
15964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,223,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9087035460270867,1.117217015594754,-0.7576033581800865,1,0,1,1,1
47602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,254,254,254,121,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,173,188,157,206,253,236,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,21,207,0.9661026260240027,1.339861896798933,-2.5047627919286493,1,0,1,1,1
26444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,254,255,114,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,253,253,253,202,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.32259249230297293,1.94674690128649,-0.8872789817769402,0,0,0,0,0
44408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,204,253,253,153,79,22,0,0,0,0,0,0,0,0,0,0,19,107,0,13,95,243,0.6183690799225835,0.2649211038254258,-1.6269782953422536,1,0,1,1,1
28769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,233,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,228,252,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4684986554787507,2.2698044072778147,0.7431297980500506,0,0,0,0,0
8053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,253,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,252,249,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03942790043663991,2.0296126785272737,0.6364770133875769,0,0,1,0,0
34383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,255,144,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.09718214250292656,0.12893487322588615,-0.8835572744336997,0,0,0,0,0
49441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,233,218,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,252,252,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4405206383357094,1.0047298849233293,0.4121619795786466,1,0,0,1,0
36449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,96,150,238,254,255,237,150,96,47,5,0,0,0,0,0,0,0,0,0,0,48,182,253,253,253,253,253,253,253,253,253,203,103,0,0,0,0,0,0,0,0,61,241,253,236,217,130,0.3799033865180016,2.1331989925560566,2.0792981945953546,0,0,0,0,0
